,params,iou
351,"('image', 1, False, False, 1, False, False, 2)",0.08183397721502411
551,"('image', 2, False, False, 1.3, False, False, 2)",0.0818339784743955
543,"('image', 2, False, False, 1, False, False, 2)",0.0818339784743955
559,"('image', 2, False, False, 1.5, False, False, 2)",0.0818339784743955
353,"('image', 1, False, False, 1.3, True, True, 2)",0.08183398026139124
361,"('image', 1, False, False, 1.5, True, True, 2)",0.08183398026139124
55,"('image', 0, True, False, 0.5, False, False, 2)",0.08183398308859138
103,"('image', 0, False, True, 0.5, False, False, 2)",0.08183398308859138
151,"('image', 0, False, False, 0.5, False, False, 2)",0.08183398308859138
7,"('image', 0, True, True, 0.5, False, False, 2)",0.08183398308859138
327,"('image', 1, False, True, 1.7, False, False, 2)",0.0818339834625946
311,"('image', 1, False, True, 1.3, False, False, 2)",0.0818339834625946
415,"('image', 2, True, True, 1.5, False, False, 2)",0.08183398430714714
431,"('image', 2, True, True, 2, False, False, 2)",0.08183398430714714
423,"('image', 2, True, True, 1.7, False, False, 2)",0.08183398430714714
407,"('image', 2, True, True, 1.3, False, False, 2)",0.08183398430714714
385,"('image', 2, True, True, 0.5, True, True, 2)",0.08183398909656323
393,"('image', 2, True, True, 1, True, True, 2)",0.08183398909656323
425,"('image', 2, True, True, 2, True, True, 2)",0.08183398909656323
401,"('image', 2, True, True, 1.3, True, True, 2)",0.08183398909656323
417,"('image', 2, True, True, 1.7, True, True, 2)",0.08183398909656323
409,"('image', 2, True, True, 1.5, True, True, 2)",0.08183398909656323
335,"('image', 1, False, True, 2, False, False, 2)",0.08183399026406073
357,"('image', 1, False, False, 1.3, False, True, 2)",0.08183399094550131
345,"('image', 1, False, False, 1, True, True, 2)",0.08183399140115227
369,"('image', 1, False, False, 1.7, True, True, 2)",0.08183399140115227
199,"('image', 1, True, True, 0.5, False, False, 2)",0.08183399140115227
343,"('image', 1, False, False, 0.5, False, False, 2)",0.08183399449884726
561,"('image', 2, False, False, 1.7, True, True, 2)",0.08183399464657724
259,"('image', 1, True, False, 1.3, True, False, 2)",0.0818339946759913
243,"('image', 1, True, False, 0.5, True, False, 2)",0.0818339946759913
251,"('image', 1, True, False, 1, True, False, 2)",0.0818339946759913
363,"('image', 1, False, False, 1.5, True, False, 2)",0.0818339946759913
193,"('image', 1, True, True, 0.5, True, True, 2)",0.08183399494259125
225,"('image', 1, True, True, 1.7, True, True, 2)",0.08183399494259125
217,"('image', 1, True, True, 1.5, True, True, 2)",0.08183399494259125
201,"('image', 1, True, True, 1, True, True, 2)",0.08183399494259125
209,"('image', 1, True, True, 1.3, True, True, 2)",0.08183399494259125
315,"('image', 1, False, True, 1.5, True, False, 2)",0.08183399507352354
13,"('image', 0, True, True, 1, False, True, 2)",0.08183399739078967
149,"('image', 0, False, False, 0.5, False, True, 2)",0.08183399739078967
61,"('image', 0, True, False, 1, False, True, 2)",0.08183399739078967
157,"('image', 0, False, False, 1, False, True, 2)",0.08183399739078967
5,"('image', 0, True, True, 0.5, False, True, 2)",0.08183399739078967
101,"('image', 0, False, True, 0.5, False, True, 2)",0.08183399739078967
109,"('image', 0, False, True, 1, False, True, 2)",0.08183399739078967
53,"('image', 0, True, False, 0.5, False, True, 2)",0.08183399739078967
383,"('image', 1, False, False, 2, False, False, 2)",0.08183399857108944
287,"('image', 1, True, False, 2, False, False, 2)",0.08183399892999427
247,"('image', 1, True, False, 0.5, False, False, 2)",0.08183399892999427
279,"('image', 1, True, False, 1.7, False, False, 2)",0.08183399892999427
271,"('image', 1, True, False, 1.5, False, False, 2)",0.08183399892999427
263,"('image', 1, True, False, 1.3, False, False, 2)",0.08183399892999427
255,"('image', 1, True, False, 1, False, False, 2)",0.08183399892999427
537,"('image', 2, False, False, 1, True, True, 2)",0.08183399987461808
63,"('image', 0, True, False, 1, False, False, 2)",0.08183400020987018
111,"('image', 0, False, True, 1, False, False, 2)",0.08183400020987018
15,"('image', 0, True, True, 1, False, False, 2)",0.08183400020987018
159,"('image', 0, False, False, 1, False, False, 2)",0.08183400020987018
375,"('image', 1, False, False, 1.7, False, False, 2)",0.08183400180529038
