,params,iou
201,"('image', 1, True, True, 1, True, True, 2)",0.1255630229211684
497,"('image', 2, False, True, 1.3, True, True, 2)",0.1261067463059154
244,"('image', 1, True, False, 0.5, False, True, 1)",0.1269562009924578
405,"('image', 2, True, True, 1.3, False, True, 2)",0.12759699904604055
345,"('image', 1, False, False, 1, True, True, 2)",0.12762686268615123
297,"('image', 1, False, True, 1, True, True, 2)",0.12806829434832473
312,"('image', 1, False, True, 1.5, True, True, 1)",0.12935896589077656
240,"('image', 1, True, False, 0.5, True, True, 1)",0.12944063082318058
340,"('image', 1, False, False, 0.5, False, True, 1)",0.12951708543757365
329,"('image', 1, False, True, 2, True, True, 2)",0.13146581213851455
336,"('image', 1, False, False, 0.5, True, True, 1)",0.13254795133014594
333,"('image', 1, False, True, 2, False, True, 2)",0.13790325317881133
321,"('image', 1, False, True, 1.7, True, True, 2)",0.13794642930745526
253,"('image', 1, True, False, 1, False, True, 2)",0.13910365372952171
249,"('image', 1, True, False, 1, True, True, 2)",0.1392304188127249
316,"('image', 1, False, True, 1.5, False, True, 1)",0.14315867440929972
157,"('image', 0, False, False, 1, False, True, 2)",0.14323362834296613
13,"('image', 0, True, True, 1, False, True, 2)",0.14323362834296613
109,"('image', 0, False, True, 1, False, True, 2)",0.14323362834296613
61,"('image', 0, True, False, 1, False, True, 2)",0.14323362834296613
313,"('image', 1, False, True, 1.5, True, True, 2)",0.143621013269937
233,"('image', 1, True, True, 2, True, True, 2)",0.14513529873274966
357,"('image', 1, False, False, 1.3, False, True, 2)",0.14515535763639464
565,"('image', 2, False, False, 1.7, False, True, 2)",0.14607595923645514
373,"('image', 1, False, False, 1.7, False, True, 2)",0.14612477766087545
381,"('image', 1, False, False, 2, False, True, 2)",0.14626245753966532
325,"('image', 1, False, True, 1.7, False, True, 2)",0.1462713330786434
9,"('image', 0, True, True, 1, True, True, 2)",0.14639363593242577
57,"('image', 0, True, False, 1, True, True, 2)",0.14639363593242577
153,"('image', 0, False, False, 1, True, True, 2)",0.14639363593242577
105,"('image', 0, False, True, 1, True, True, 2)",0.14639363593242577
305,"('image', 1, False, True, 1.3, True, True, 2)",0.14640677722778075
209,"('image', 1, True, True, 1.3, True, True, 2)",0.14731983491876596
549,"('image', 2, False, False, 1.3, False, True, 2)",0.14732762692973037
213,"('image', 1, True, True, 1.3, False, True, 2)",0.1474881825395612
365,"('image', 1, False, False, 1.5, False, True, 2)",0.14768723941332904
353,"('image', 1, False, False, 1.3, True, True, 2)",0.14791149229398196
403,"('image', 2, True, True, 1.3, True, False, 2)",0.14881029699427098
237,"('image', 1, True, True, 2, False, True, 2)",0.14894285128718135
41,"('image', 0, True, True, 2, True, True, 2)",0.14902262361267088
185,"('image', 0, False, False, 2, True, True, 2)",0.14902262361267088
89,"('image', 0, True, False, 2, True, True, 2)",0.14902262361267088
137,"('image', 0, False, True, 2, True, True, 2)",0.14902262361267088
369,"('image', 1, False, False, 1.7, True, True, 2)",0.15031423504429922
309,"('image', 1, False, True, 1.3, False, True, 2)",0.15123401574645104
545,"('image', 2, False, False, 1.3, True, True, 2)",0.15125341591290722
407,"('image', 2, True, True, 1.3, False, False, 2)",0.1519770687480605
24,"('image', 0, True, True, 1.5, True, True, 1)",0.15208848057412924
120,"('image', 0, False, True, 1.5, True, True, 1)",0.15208848057412924
72,"('image', 0, True, False, 1.5, True, True, 1)",0.15208848057412924
168,"('image', 0, False, False, 1.5, True, True, 1)",0.15208848057412924
261,"('image', 1, True, False, 1.3, False, True, 2)",0.15281067855143454
557,"('image', 2, False, False, 1.5, False, True, 2)",0.15392012196842608
361,"('image', 1, False, False, 1.5, True, True, 2)",0.15417402543177092
189,"('image', 0, False, False, 2, False, True, 2)",0.15423828564132508
45,"('image', 0, True, True, 2, False, True, 2)",0.15423828564132508
141,"('image', 0, False, True, 2, False, True, 2)",0.15423828564132508
93,"('image', 0, True, False, 2, False, True, 2)",0.15423828564132508
573,"('image', 2, False, False, 2, False, True, 2)",0.15482400630410187
269,"('image', 1, True, False, 1.5, False, True, 2)",0.15489621347082164
317,"('image', 1, False, True, 1.5, False, True, 2)",0.15524256095756703
224,"('image', 1, True, True, 1.7, True, True, 1)",0.15608209424114639
277,"('image', 1, True, False, 1.7, False, True, 2)",0.15651934782479685
285,"('image', 1, True, False, 2, False, True, 2)",0.15660523763035478
221,"('image', 1, True, True, 1.5, False, True, 2)",0.15734662521998466
196,"('image', 1, True, True, 0.5, False, True, 1)",0.15756507750986584
553,"('image', 2, False, False, 1.5, True, True, 2)",0.15774712258793663
377,"('image', 1, False, False, 2, True, True, 2)",0.15785745026555217
217,"('image', 1, True, True, 1.5, True, True, 2)",0.15823730518671414
225,"('image', 1, True, True, 1.7, True, True, 2)",0.15884398362830546
561,"('image', 2, False, False, 1.7, True, True, 2)",0.15905316216148052
386,"('image', 2, True, True, 0.5, True, False, 1)",0.15933206535719813
229,"('image', 1, True, True, 1.7, False, True, 2)",0.1593421640072577
228,"('image', 1, True, True, 1.7, False, True, 1)",0.15939819921120188
192,"('image', 1, True, True, 0.5, True, True, 1)",0.15944481095271967
390,"('image', 2, True, True, 0.5, False, False, 1)",0.16034206110591354
17,"('image', 0, True, True, 1.3, True, True, 2)",0.16308212614119566
161,"('image', 0, False, False, 1.3, True, True, 2)",0.16308212614119566
113,"('image', 0, False, True, 1.3, True, True, 2)",0.16308212614119566
65,"('image', 0, True, False, 1.3, True, True, 2)",0.16308212614119566
177,"('image', 0, False, False, 1.7, True, True, 2)",0.1632433500051565
129,"('image', 0, False, True, 1.7, True, True, 2)",0.1632433500051565
33,"('image', 0, True, True, 1.7, True, True, 2)",0.1632433500051565
81,"('image', 0, True, False, 1.7, True, True, 2)",0.1632433500051565
257,"('image', 1, True, False, 1.3, True, True, 2)",0.16343311812148925
486,"('image', 2, False, True, 0.5, False, False, 1)",0.16456798130550887
482,"('image', 2, False, True, 0.5, True, False, 1)",0.16458748639771612
265,"('image', 1, True, False, 1.5, True, True, 2)",0.164834226546838
76,"('image', 0, True, False, 1.5, False, True, 1)",0.16493878510020304
172,"('image', 0, False, False, 1.5, False, True, 1)",0.16493878510020304
124,"('image', 0, False, True, 1.5, False, True, 1)",0.16493878510020304
28,"('image', 0, True, True, 1.5, False, True, 1)",0.16493878510020304
292,"('image', 1, False, True, 0.5, False, True, 1)",0.16505144521773946
85,"('image', 0, True, False, 1.7, False, True, 2)",0.16517492724433067
133,"('image', 0, False, True, 1.7, False, True, 2)",0.16517492724433067
37,"('image', 0, True, True, 1.7, False, True, 2)",0.16517492724433067
181,"('image', 0, False, False, 1.7, False, True, 2)",0.16517492724433067
273,"('image', 1, True, False, 1.7, True, True, 2)",0.16577265659915352
25,"('image', 0, True, True, 1.5, True, True, 2)",0.16605992491911098
73,"('image', 0, True, False, 1.5, True, True, 2)",0.16605992491911098
169,"('image', 0, False, False, 1.5, True, True, 2)",0.16605992491911098
121,"('image', 0, False, True, 1.5, True, True, 2)",0.16605992491911098
288,"('image', 1, False, True, 0.5, True, True, 1)",0.168963774630689
165,"('image', 0, False, False, 1.3, False, True, 2)",0.16903866295375836
69,"('image', 0, True, False, 1.3, False, True, 2)",0.16903866295375836
117,"('image', 0, False, True, 1.3, False, True, 2)",0.16903866295375836
21,"('image', 0, True, True, 1.3, False, True, 2)",0.16903866295375836
499,"('image', 2, False, True, 1.3, True, False, 2)",0.16964314034995426
503,"('image', 2, False, True, 1.3, False, False, 2)",0.1702944953954194
569,"('image', 2, False, False, 2, True, True, 2)",0.17051395260209837
304,"('image', 1, False, True, 1.3, True, True, 1)",0.17298087440823076
77,"('image', 0, True, False, 1.5, False, True, 2)",0.17300845703442938
125,"('image', 0, False, True, 1.5, False, True, 2)",0.17300845703442938
173,"('image', 0, False, False, 1.5, False, True, 2)",0.17300845703442938
29,"('image', 0, True, True, 1.5, False, True, 2)",0.17300845703442938
281,"('image', 1, True, False, 2, True, True, 2)",0.17393577576063313
419,"('image', 2, True, True, 1.7, True, False, 2)",0.17709732378194806
506,"('image', 2, False, True, 1.5, True, False, 1)",0.18077252293333085
411,"('image', 2, True, True, 1.5, True, False, 2)",0.18206120618785993
148,"('image', 0, False, False, 0.5, False, True, 1)",0.18261620290447403
100,"('image', 0, False, True, 0.5, False, True, 1)",0.18261620290447403
52,"('image', 0, True, False, 0.5, False, True, 1)",0.18261620290447403
4,"('image', 0, True, True, 0.5, False, True, 1)",0.18261620290447403
220,"('image', 1, True, True, 1.5, False, True, 1)",0.1837034991636101
515,"('image', 2, False, True, 1.7, True, False, 2)",0.18463138568390033
414,"('image', 2, True, True, 1.5, False, False, 1)",0.18491307583623054
204,"('image', 1, True, True, 1, False, True, 1)",0.18523551513505976
510,"('image', 2, False, True, 1.5, False, False, 1)",0.18557719079333812
216,"('image', 1, True, True, 1.5, True, True, 1)",0.1863105278606429
308,"('image', 1, False, True, 1.3, False, True, 1)",0.1877725481658711
96,"('image', 0, False, True, 0.5, True, True, 1)",0.18839073850249433
144,"('image', 0, False, False, 0.5, True, True, 1)",0.18839073850249433
0,"('image', 0, True, True, 0.5, True, True, 1)",0.18839073850249433
48,"('image', 0, True, False, 0.5, True, True, 1)",0.18839073850249433
200,"('image', 1, True, True, 1, True, True, 1)",0.18864382933706628
410,"('image', 2, True, True, 1.5, True, False, 1)",0.19015293461125177
64,"('image', 0, True, False, 1.3, True, True, 1)",0.1906004375685324
160,"('image', 0, False, False, 1.3, True, True, 1)",0.1906004375685324
112,"('image', 0, False, True, 1.3, True, True, 1)",0.1906004375685324
16,"('image', 0, True, True, 1.3, True, True, 1)",0.1906004375685324
212,"('image', 1, True, True, 1.3, False, True, 1)",0.1939338852174437
415,"('image', 2, True, True, 1.5, False, False, 2)",0.19536028614327478
519,"('image', 2, False, True, 1.7, False, False, 2)",0.1958407951199156
208,"('image', 1, True, True, 1.3, True, True, 1)",0.1983008415537756
394,"('image', 2, True, True, 1, True, False, 1)",0.20020930323417702
300,"('image', 1, False, True, 1, False, True, 1)",0.20035124329985582
296,"('image', 1, False, True, 1, True, True, 1)",0.2005789995478755
423,"('image', 2, True, True, 1.7, False, False, 2)",0.20113495263969972
398,"('image', 2, True, True, 1, False, False, 1)",0.20195058339539085
507,"('image', 2, False, True, 1.5, True, False, 2)",0.20267384504800393
164,"('image', 0, False, False, 1.3, False, True, 1)",0.2053603373850209
68,"('image', 0, True, False, 1.3, False, True, 1)",0.2053603373850209
20,"('image', 0, True, True, 1.3, False, True, 1)",0.2053603373850209
116,"('image', 0, False, True, 1.3, False, True, 1)",0.2053603373850209
511,"('image', 2, False, True, 1.5, False, False, 2)",0.21019848264595983
494,"('image', 2, False, True, 1, False, False, 1)",0.21028522673727423
490,"('image', 2, False, True, 1, True, False, 1)",0.21099450446995527
406,"('image', 2, True, True, 1.3, False, False, 1)",0.21636031092813773
402,"('image', 2, True, True, 1.3, True, False, 1)",0.2175446393715465
502,"('image', 2, False, True, 1.3, False, False, 1)",0.22122579284959365
498,"('image', 2, False, True, 1.3, True, False, 1)",0.22360940031674356
56,"('image', 0, True, False, 1, True, True, 1)",0.2237727661410487
152,"('image', 0, False, False, 1, True, True, 1)",0.2237727661410487
104,"('image', 0, False, True, 1, True, True, 1)",0.2237727661410487
8,"('image', 0, True, True, 1, True, True, 1)",0.2237727661410487
12,"('image', 0, True, True, 1, False, True, 1)",0.22872217830283378
108,"('image', 0, False, True, 1, False, True, 1)",0.22872217830283378
156,"('image', 0, False, False, 1, False, True, 1)",0.22872217830283378
60,"('image', 0, True, False, 1, False, True, 1)",0.22872217830283378
